what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1350347508632
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1350347508632
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1350347508632
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1350347508632
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1350347508632
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350347508633
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1350347508633
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350347508633
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1350347508633
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1350347508633
os,sysinfo,,,"win32",1350347508637
arch,sysinfo,,,"x86",1350347508637
ws,sysinfo,,,"win32",1350347508637
locale,sysinfo,,,"en_US",1350347508637
processors,sysinfo,,,"4",1350347508637
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350347508637
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1350347508637
java.specification.name,sysinfo,,,"Java Platform API Specification",1350347508637
java.specification.vendor,sysinfo,,,"Oracle Corporation",1350347508637
java.specification.version,sysinfo,,,"1.7",1350347508637
java.vendor,sysinfo,,,"Oracle Corporation",1350347508637
java.version,sysinfo,,,"1.7.0_07",1350347508637
java.vm.info,sysinfo,,,"mixed mode, sharing",1350347508637
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1350347508637
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350347508637
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1350347508637
java.vm.specification.version,sysinfo,,,"1.7",1350347508637
java.vm.vendor,sysinfo,,,"Oracle Corporation",1350347508637
java.vm.version,sysinfo,,,"23.3-b01",1350347508637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350347529309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350347532390
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1350347535162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350347542083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350347545216
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1350347547220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350347548592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350348055336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350348057372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350348060069
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1350348060251
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1350348060572
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1350348060640
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1350348060640
